Date,Category,Headline,Text
"December 16, 2019 08:40 IST",delhi,35 detained Jamia Millia Islamia University students released," Students of the Jamia Millia Islamia University who were detained during the protest against  have been released, police said early on December 16. Deputy Commissioner of Police (South East) Chinmoy Biswal said that all the 35 students who were detained at Kalkaji police station were released around 4 a.m. The proctor of the university visited the police station and a letter from the Delhi Minorities Commission’s Chairman Zafarul Islam Khan seeking the release of the students was also received by the police."
"December 19, 2019 01:54 IST",delhi,Cabinet to extend govt. scheme on power subsidy to lawyers , The Delhi Cabinet on Wednesday decided to extend the Aam Aadmi Party (AAP) government’s flagship power subsidy scheme to lawyers’ chambers in addition to providing health and life insurance facilities to all lawyers in the Capital under the Chief Minister Advocate Welfare Scheme.
"December 19, 2019 01:53 IST",delhi,Parties blame each other for violence over Citizenship Act," Each of the three political players in the Capital continued to blame the other for violence associated with protests related to the Citizenship Act here on Wednesday. While he chose not to name either the BJP or the Congress directly, Chief Minister Arvind Kejriwal expressed his concern over the law and order situation in the city accusing “the opposition” for fuelling such incidents while Delhi Bharatiya Janata Party chief Manoj Tiwari challenged AAP and the Congress for a debate on the Act."
"December 19, 2019 01:55 IST",delhi,"Jamia teachers thank universities, organisations for the support"," While “categorically” rejecting the recently passed Citizenship Act and the National Register of Citizens, the Jamia Teachers’ Association (JTA) on Wednesday took out a peace march, thanking other universities and organisations that have "
"December 19, 2019 01:55 IST",delhi,‘Increase the share of central taxes to Delhi’," Finance Manish Sisodia on Wednesday, in a letter to Union Finance Minister Nirmala Sitharaman, urged to increase the share of central taxes to Delhi which has been ‘stagnant’ since 2001-02 and increase central assistance to neighbouring States to fight air pollution in the region."
"December 19, 2019 01:55 IST",delhi,HC tells Delhi government to consider afresh Chautala’s plea , The Delhi High Court on Wednesday directed the city government to consider afresh former Haryana Chief Minister O.P. Chautala’s plea for early release from jail in a teachers’ recruitment scam. A Bench of Justice Manmohan and Justice Sangita Dhingra Sehgal set aside the Delhi government’s order April 3 that rejected Chautala’s plea to grant special remission on the occasion of 150th birth anniversary of Mahatma Gandhi as notified by the Central government.
"December 19, 2019 01:56 IST",delhi,NGT refuses to extend deadline for STPs for lakes," The National Green Tribunal (NGT) has refused to extend the deadline for setting up of sewage treatment plants (STP) beyond September 2020 for the protection of the Bellandur, Varthur and Agara lakes."
"December 19, 2019 01:56 IST",delhi,Complete projects to curb Ganga pollution: NGT, The National Green Tribunal (NGT) on Wednesday came down heavily on authorities for failing to curb pollution in Ganga river and directed completion of all projects related to sewage treatment by June 30 next year.
"December 19, 2019 01:59 IST",delhi,Ragpicker shoots to fame after saving police officer in Delhi's Seelampur, A 45-year-old ragpicker rose to fame in a day after she saved a police officer from the mob during the clashes in Seelampur. A WhatsApp video of her saving the official is making rounds among the residents while Anwari Begum sat on a rickshaw chatting with her friends as usual on Wednesday.
"December 19, 2019 02:02 IST",delhi,Freedom under threat from religion: Gopal Gandhi," Criticising the Citizenship Act and the National Register of Citizens, former West Bengal governor Gopal Gandhi said that freedom in India today is under threat.  Mr. Gandhi was delivering the first Mushirul Hasan Memorial Lecture on the theme “the enterprise of free speech in a market of control” here on Tuesday."
"December 19, 2019 02:00 IST",delhi,Thousands protest in Nuh against CAA," Amid nation-wide protests against the amendments in the Citizenship Act, thousands of residents holding Tricolours, placards and banners, took out an eight-km-long march on Gurugram-Alwar Highway here on Wednesday afternoon to protest against the Act and the National Register for Citizens. The protests remained peaceful, said the police."
"December 16, 2019 01:23 IST",delhi,BJP holds public meetings in run-up to rally," The Delhi BJP on Sunday organised two public meetings in Mehrauli and Mundka Assembly constituencies in the run-up to the rally to be held on December 22 at Ramlila Maidan to “thank” Prime Minister Narender Modi for passing a Bill to confer ownership rights to more than 40 lakh people of 1,731 unauthorised colonies of Delhi."
"December 19, 2019 02:04 IST",delhi,Fresh advisory issued on law and order situation in city," The intelligence wing of the Delhi Police has issued a fresh advisory to the district police on law and order situation in the city after they detected distribution of inflammatory pamphlets in certain pockets of the city as it could fan the flames, said a senior police officer on Wednesday."
"December 19, 2019 02:06 IST",delhi,Kuldeep Singh Sengar likely to serve sentence in Delhi jail," Kuldeep Singh Sengar, a former BJP MLA who was on Monday convicted for raping a minor girl in Uttar Pradesh’s Unnao in June 2017, may have to serve his sentence in a Delhi prison.  “The trial in the case, as directed by the Supreme Court, took place in a Delhi court. Therefore, the convict will have to serve his sentence in a city jail. An appeal against the conviction can be made before the Delhi High Court,” said an official. "
"December 19, 2019 02:07 IST",delhi,DUTA marches demanding absorption of ad hoc and temporary teachers, The Delhi University Teachers’ Association (DUTA) on Wednesday took out a march from Feroz Shah Kotla to the University Grants Commission (UGC) demanding absorption of ad hoc and temporary teachers and immediate promotions. 
"December 19, 2019 02:05 IST",delhi,JNU to conduct take-home end-semester examinations , Jawaharlal Nehru University (JNU) on Wednesday said that the university has decided to follow a ‘take-home exam’ process to conduct the end-semester in view of the examination boycott called by its students.
"December 19, 2019 02:03 IST",delhi,Police to use AI to counter deepfake videos," With the help of Artificial Intelligence, the Delhi police will counter deepfake videos circulating on the social media, said a Delhi police officer on Wednesday. A senior police officer said that during the investigation, it was found that deepfake videos were posted through social media accounts operating out of Delhi and such videos have fuelled the violence. Fake or morphed videos shared via social media have contributed to the violence in Jamia Nagar."
"December 19, 2019 16:08 IST",delhi,"Anti-CAA protests: 700 flights delayed, 20 cancelled at Delhi’s IGI Airport", Nearly 700 flights were delayed and at least 20 cancelled at Delhi’s Indira Gandhi International Airport as many passengers and crew members were stuck in traffic congestion en route to the airport due to security arrangements in view of protests in the city against the Citizenship Amendment Act.
